logFC	AveExpr	t	P.Value	adj.P.Val	B	ID	Symbol
0.361009741933423	11.1898872619845	54.6102620205822	1.14973184337258e-12	6.61341550646611e-08	17.8972685618379	ENST00000412585.2	NA
0.400588421250989	9.84572317317506	53.6313524553623	1.3525058554049e-12	6.61341550646611e-08	16.9738931169442	ENST00000302278.3	NA
-7.44320289426293	1.57117122444462	-38.3178692859778	2.75885323753839e-11	4.49670087275111e-07	15.7174690288062	ENST00000450599.2	NA
0.656382618447921	8.8908057598575	35.9848124126728	4.84124091050976e-11	5.91811443554127e-07	15.0539952760681	ENST00000277480.2	NA
-7.24215648415256	1.59646727038439	-33.7564426840781	8.57606057382021e-11	7.23230159966655e-07	14.7485623643598	ENST00000403525.1	NA
0.313757241967035	10.6443756993506	50.3740651582643	2.37379568414284e-12	7.73817829769162e-08	14.7331849361555	ENST00000451311.2	NA
7.38242088670641	1.33984484377302	33.5639711612304	9.02589352150277e-11	7.23230159966655e-07	14.6246085543947	ENST00000343882.6	NA
-7.03737249010036	1.368346964621	-33.3278202479491	9.61398034620022e-11	7.23230159966655e-07	14.6009356663921	ENST00000345716.4	NA
0.539923396188598	9.43493512635052	37.3406891529088	3.47682288921129e-11	4.85736992072026e-07	14.5304273472441	ENST00000236671.2	NA
-7.0320367323687	1.3648772731238	-32.8310087207496	1.09952410501304e-10	7.61014748987329e-07	14.5022058053885	ENST00000397412.3	NA
-7.10738932070341	1.52390418310465	-32.6121223121093	1.16726021113655e-10	7.61014748987329e-07	14.4849824963745	ENST00000447699.2	NA
7.55653887290294	1.41972800772851	31.4572392428276	1.61086062440372e-10	9.26671263315067e-07	14.3945210538809	ENST00000376922.2	NA
0.248559660685639	10.8297372837704	43.4816121888341	8.88653283654951e-12	1.73811695750072e-07	14.3822001928333	ENST00000264144.4	NA
0.599245248832482	11.5284692789365	33.895268907174	8.26705835321052e-11	7.23230159966655e-07	13.905693623476	ENST00000442011.2	NA
-0.253136899421678	10.3207624160239	-46.9855782514352	4.43445710264865e-12	1.08416933088381e-07	13.8366796773333	ENST00000329251.4	NA
-0.260237629071496	9.43729014779575	-34.3938853232247	7.25499724937881e-11	7.23230159966655e-07	13.7712475912518	ENST00000315377.4	NA
-7.08330089009436	1.3917427124379	-28.6744171034784	3.68160651692742e-10	1.48123798141583e-06	13.624743728227	ENST00000449767.1	NA
7.03286205798671	1.15217502689357	29.2938100152919	3.04273911002781e-10	1.41697462507223e-06	13.6085014681142	ENST00000376263.3	NA
6.88381326311506	1.07300809197853	29.3924191563226	2.95287935548409e-10	1.41697462507223e-06	13.5239654733315	ENST00000398906.1	NA
6.97068154522384	1.1061161769628	28.5841364806154	3.78658924642321e-10	1.48123798141583e-06	13.38820940301	ENST00000437205.1	NA
6.81324095842718	1.03704900374557	28.6571396962729	3.70144492725146e-10	1.48123798141583e-06	13.3117119433193	ENST00000264501.4	NA
-6.80054613058801	1.24817384696883	-27.7798952818994	4.88341484061497e-10	1.76879094199237e-06	13.2690562585856	ENST00000520551.1	NA
6.84891301492709	1.06357267864616	27.8905184733798	4.71349791246639e-10	1.76879094199237e-06	13.1622298121194	ENST00000517610.1	NA
0.538056370738828	9.41642228759952	32.3279428813661	1.26221244721148e-10	7.71487914219043e-07	13.1405686393115	ENST00000367602.3	NA
0.419432786893077	8.98394968226681	29.6039998297562	2.76984523900098e-10	1.41697462507223e-06	12.945841401425	ENST00000300527.4	NA
-6.46131340683681	1.08401806768427	-26.3695638926524	7.76671183178699e-10	2.70909875714239e-06	12.7352336716909	ENST00000457542.2	NA
